epoch,accuracy,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_accuracy,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
45,0.9800000190734863,8.0,8.0,0.08225351572036743,0.9800000190734863,0.9800000190734863,392.0,392.0,0.9055555462837219,17.0,17.0,0.24299608170986176,0.9055555462837219,0.9055555462837219,163.0,163.0
46,0.9850000143051147,6.0,6.0,0.0785127803683281,0.9850000143051147,0.9850000143051147,394.0,394.0,0.8999999761581421,18.0,18.0,0.25547364354133606,0.8999999761581421,0.8999999761581421,162.0,162.0
47,0.9900000095367432,4.0,4.0,0.07719716429710388,0.9900000095367432,0.9900000095367432,396.0,396.0,0.9111111164093018,16.0,16.0,0.1891130656003952,0.9111111164093018,0.9111111164093018,164.0,164.0
48,0.9825000166893005,7.0,7.0,0.0790228545665741,0.9825000166893005,0.9825000166893005,393.0,393.0,0.9055555462837219,17.0,17.0,0.21990765631198883,0.9055555462837219,0.9055555462837219,163.0,163.0
49,0.987500011920929,5.0,5.0,0.07215706259012222,0.987500011920929,0.987500011920929,395.0,395.0,0.9222221970558167,14.0,14.0,0.1690266877412796,0.9222221970558167,0.9222221970558167,166.0,166.0
50,0.9850000143051147,6.0,6.0,0.07432633638381958,0.9850000143051147,0.9850000143051147,394.0,394.0,0.9111111164093018,16.0,16.0,0.191548153758049,0.9111111164093018,0.9111111164093018,164.0,164.0
51,0.9850000143051147,6.0,6.0,0.07073422521352768,0.9850000143051147,0.9850000143051147,394.0,394.0,0.9111111164093018,16.0,16.0,0.23216389119625092,0.9111111164093018,0.9111111164093018,164.0,164.0
52,0.987500011920929,5.0,5.0,0.06795217096805573,0.987500011920929,0.987500011920929,395.0,395.0,0.9111111164093018,16.0,16.0,0.18867984414100647,0.9111111164093018,0.9111111164093018,164.0,164.0
53,0.987500011920929,5.0,5.0,0.06838175654411316,0.987500011920929,0.987500011920929,395.0,395.0,0.894444465637207,19.0,19.0,0.26784026622772217,0.894444465637207,0.894444465637207,161.0,161.0
54,0.9850000143051147,6.0,6.0,0.06741182506084442,0.9850000143051147,0.9850000143051147,394.0,394.0,0.9055555462837219,17.0,17.0,0.24473367631435394,0.9055555462837219,0.9055555462837219,163.0,163.0
55,0.9925000071525574,3.0,3.0,0.0643284022808075,0.9925000071525574,0.9925000071525574,397.0,397.0,0.8999999761581421,18.0,18.0,0.2615228593349457,0.8999999761581421,0.8999999761581421,162.0,162.0
56,0.987500011920929,5.0,5.0,0.06219475716352463,0.987500011920929,0.987500011920929,395.0,395.0,0.9111111164093018,16.0,16.0,0.20173345506191254,0.9111111164093018,0.9111111164093018,164.0,164.0
57,0.987500011920929,5.0,5.0,0.057279761880636215,0.987500011920929,0.987500011920929,395.0,395.0,0.8888888955116272,20.0,20.0,0.2952149212360382,0.8888888955116272,0.8888888955116272,160.0,160.0
58,0.987500011920929,5.0,5.0,0.05968117341399193,0.987500011920929,0.987500011920929,395.0,395.0,0.9111111164093018,16.0,16.0,0.1989332139492035,0.9111111164093018,0.9111111164093018,164.0,164.0
59,0.9900000095367432,4.0,4.0,0.05889376625418663,0.9900000095367432,0.9900000095367432,396.0,396.0,0.9055555462837219,17.0,17.0,0.22101953625679016,0.9055555462837219,0.9055555462837219,163.0,163.0
60,0.9900000095367432,4.0,4.0,0.05693468451499939,0.9900000095367432,0.9900000095367432,396.0,396.0,0.8999999761581421,18.0,18.0,0.2566952109336853,0.8999999761581421,0.8999999761581421,162.0,162.0
61,0.9925000071525574,3.0,3.0,0.054784588515758514,0.9925000071525574,0.9925000071525574,397.0,397.0,0.9111111164093018,16.0,16.0,0.24766169488430023,0.9111111164093018,0.9111111164093018,164.0,164.0
62,0.9900000095367432,4.0,4.0,0.053053807467222214,0.9900000095367432,0.9900000095367432,396.0,396.0,0.9055555462837219,17.0,17.0,0.2104952484369278,0.9055555462837219,0.9055555462837219,163.0,163.0
63,0.9900000095367432,4.0,4.0,0.05082394555211067,0.9900000095367432,0.9900000095367432,396.0,396.0,0.9055555462837219,17.0,17.0,0.2153441309928894,0.9055555462837219,0.9055555462837219,163.0,163.0
